id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
ts81318,When Heroes Fly,SHOW,"Eleven years after falling out, four friends, war veterans of a Special Forces unit, reunite for one final mission: to find Yaeli, a former lover of one of them and sister of another. Their journey will take them deep into the Colombian jungle but, as to succeed, first they must confront the trauma that tore them apart.",2018,,48,"['war', 'drama', 'action']",['IL'],1.0,tt8220344,7.2,3184,12.196,7.2,n
ts56718,El Chapo,SHOW,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",2017,TV-MA,44,"['drama', 'action', 'crime', 'history']",['US'],3.0,tt6692188,7.8,18229,114.888,7.5,n
ts89130,If I Hadn't Met You,SHOW,"Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",2018,TV-MA,52,"['thriller', 'drama', 'scifi', 'fantasy', 'romance']",['ES'],1.0,tt9817268,7.7,2283,4.495,6.9,n
tm307910,What the Health,MOVIE,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.",2017,,97,['documentation'],['US'],,tt6089582,7.4,28911,8.27,7.0,n
ts82218,Hi Score Girl,SHOW,"The year is 1991 and 6th grader Yaguchi Haruo only has video games to live for. He's not popular in school and he's neither handsome, funny, nice nor even friendly. The only thing he has going for him is that he is good at video games. One day at the local arcade, he plays Oono Akira, a fellow classmate but who's popular, smart, pretty and a rich girl that absolutely destroys him at Street Fighter II. Not only does he lose to her 30 times in a row, he can?�t beat her at any game. Haruo can?�t seem to shake Akira off as she follows him from arcade to arcade everyday after school and beats him every time. As weird as it sounds, the odd couple begins a strange bond and friendship.",2018,TV-PG,27,"['comedy', 'animation', 'action', 'romance']",['JP'],2.0,tt8963328,8.0,2002,13.722,8.2,n
tm321596,The Long Dumb Road,MOVIE,Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.,2018,R,90,['comedy'],['US'],,tt4712076,6.1,3220,3.823,5.6,n
tm351214,Long Shot,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",2017,,40,"['documentation', 'sport', 'crime']",['US'],,tt2702692,7.4,7857,4.708,7.3,n
tm324870,Dude,MOVIE,Four best friends negotiate loss and major life changes during the last two weeks of high school.,2018,,90,"['comedy', 'drama']",['US'],,tt3458510,5.2,6873,10.798,5.5,n
tm406111,The Debt Collector,MOVIE,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one ?�client??pulls him into a situation deeper than could ever be expected.",2018,,95,"['action', 'comedy']","['US', 'GB']",,tt7448180,5.8,7541,29.382,5.9,n
ts81918,Sugar Rush,SHOW,"A relentlessly fast-paced baking competition that challenges brilliant bakers to create sweet treats that look and taste amazing ??all against the clock. Who will race to the finish and win $10,000?",2018,TV-PG,51,['reality'],['US'],3.0,tt8680560,7.0,1516,8.74,7.0,n
ts85686,The Casketeers,SHOW,"Francis and Kaiora Tipene are the passionate proprietors of Tipene Funerals. This is a unique opportunity to look behind the scenes of their business and into this little-explored but vital service, where our culture's last taboo is being addressed with dignity and aroha.",2018,TV-14,22,"['reality', 'documentation']",['NZ'],5.0,tt8365054,7.4,459,3.095,6.3,n
tm298339,Handsome Devil,MOVIE,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,2017,,95,"['drama', 'comedy', 'sport', 'european']",['IE'],,tt5016946,7.0,14290,12.021,7.1,n
tm245937,Win It All,MOVIE,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,2017,,88,['comedy'],['US'],,tt3155328,6.2,9309,5.181,5.7,n
tm464542,Tottaa Pataaka Item Maal,MOVIE,"Four women from Delhi, NCR and Gurgaon, tired of dealing with the incessant fear or rape, decide to teach one man how it feels to be afraid of being raped, on a daily basis.",2018,,107,['drama'],['IN'],,tt9000388,7.6,7911,3.231,5.0,n
tm356742,Trolls Holiday,MOVIE,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",2017,PG,26,"['fantasy', 'comedy', 'family', 'romance', 'animation']",[],,tt6645614,6.1,2764,21.838,6.7,n
tm351216,Joan Didion: The Center Will Not Hold,MOVIE,"Griffin Dunne?�s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017,,92,['documentation'],['US'],,tt7253506,7.4,2622,5.069,7.1,n
ts83360,The Guest,SHOW,"The story of a psychic, a priest, and a detective who fight unusual crimes committed by strange powers.",2018,TV-MA,66,"['drama', 'crime', 'thriller', 'horror', 'comedy']",['KR'],1.0,tt8801670,8.1,1578,7.293,8.2,n
tm298846,The Incredible Jessica James,MOVIE,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",2017,,83,"['romance', 'comedy']",['US'],,tt5990342,6.5,7667,9.638,6.2,n
tm414709,Siberia,MOVIE,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",2018,R,104,"['romance', 'thriller', 'crime', 'european']","['CA', 'US', 'DE']",,tt6494418,4.3,15369,22.0,4.8,n
ts79045,Ugly Delicious,SHOW,"Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub. All the flavor. None of the BS.",2018,TV-MA,51,['documentation'],['US'],2.0,tt7907916,7.8,3539,4.452,7.4,n
tm367250,The Resistance Banker,MOVIE,"In the occupied Netherlands during World War II, banker Walraven van Hall is asked to use his financial contacts to help the Dutch resistance. With his brother Gijs, he comes up with a risky plan to take out huge loans and use the money to finance the Resistance.",2018,R,124,"['drama', 'war', 'european']",['NL'],,tt4610378,6.9,9470,12.425,6.7,n
tm411507,John Mulaney: Kid Gorgeous at Radio City,MOVIE,"John Mulaney relays stories from his childhood and ""SNL,"" eviscerates the value of college and laments getting older in this electric comedy special.",2018,R,64,['comedy'],['US'],,tt8271714,7.9,7933,5.009,8.0,n
ts39016,Girlboss,SHOW,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",2017,TV-MA,27,['comedy'],['US'],1.0,tt5706996,6.9,17848,10.009,6.7,n
ts75749,Because This Is My First Life,SHOW,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee?�s house. They become housemates.",2017,TV-14,69,"['drama', 'comedy', 'romance']",['KR'],1.0,tt7278588,8.1,4656,17.121,8.6,n
ts76486,Just Between Lovers,SHOW,Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,2017,TV-14,73,"['drama', 'romance']",['KR'],1.0,tt7521898,8.2,1979,20.502,8.2,n
tm327199,The Saint,MOVIE,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",2017,PG-13,92,"['crime', 'action']",['US'],,tt2569088,4.9,6669,19.06,5.3,n
tm409766,In Darkness,MOVIE,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,2018,,100,['thriller'],"['GB', 'US']",,tt5164184,5.7,13248,14.317,6.0,n
ts79026,The Innocents,SHOW,"When a teenage couple runs away to be together, the extraordinary gift they possess unleashes powerful forces intent on dividing them forever.",2018,TV-MA,46,"['scifi', 'drama', 'horror', 'romance', 'thriller']",['GB'],2.0,tt8021824,6.2,5804,20.691,6.1,n
ts87043,Transformers: Rescue Bots Academy,SHOW,"Five students of the Rescue Bots Training Academy from Cybertron?�Hot Shot, Whirl, Medix, Hoist and Wedge?�learn to respond to emergency situations and become heroes.",2018,TV-Y,12,"['animation', 'comedy', 'family', 'scifi', 'action']",[],2.0,tt9557812,6.2,108,2.572,10.0,n
ts55194,Bill Nye Saves the World,SHOW,"Bill Nye explores science and its impact on politics, society and pop culture. Each episode tackles a topic from a scientific point of view, dispelling myths, and refuting anti-scientific claims that may be espoused by politicians, religious leaders or titans of industry.",2017,TV-14,32,['comedy'],['US'],3.0,tt6026278,3.5,7233,8.356,3.7,n
ts82892,I Am a Killer,SHOW,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,2018,TV-MA,50,"['documentation', 'crime']",['GB'],3.0,tt8300324,7.4,3977,5.641,7.2,n
tm420797,Sierra Burgess Is a Loser,MOVIE,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,PG-13,105,"['romance', 'comedy', 'drama']",['US'],,tt3120280,5.8,38841,14.072,6.3,n
tm438502,Sad Hill Unearthed,MOVIE,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western ?�The Good, the Bad and the Ugly,??directed by Sergio Leone in 1966.",2017,,86,"['documentation', 'european']",['ES'],,tt6997426,7.4,1613,6.121,7.0,n
tm411958,Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,,94,"['comedy', 'romance']",['US'],,tt3685236,5.2,17517,9.813,5.7,n
tm322243,Shimmer Lake,MOVIE,Shot in reverse day-by-day through a week?�a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,2017,,83,"['thriller', 'crime', 'drama', 'action', 'history', 'horror', 'romance']","['CA', 'US']",,tt1386691,6.3,14098,20.508,5.9,n
ts75355,Suburra: Blood on Rome,SHOW,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2017,TV-MA,48,"['drama', 'action', 'crime', 'european']",['IT'],3.0,tt7197684,7.9,14528,23.46,7.463,n
tm305437,Hey Arnold! The Jungle Movie,MOVIE,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate?�s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",2017,,81,"['animation', 'comedy', 'family', 'fantasy', 'thriller']",['US'],,tt5257726,7.5,3183,16.413,7.7,n
ts76417,Tabula Rasa,SHOW,"A psychological thriller about Mie, a young woman with amnesia who is locked up in a secure psychiatric hospital. Mie is visited by Detective Inspector Wolkers who claims she was the last person seen with the vanished Thomas Spectre. As a witness and prime suspect, she appears to be the sole key to this mysterious disappearance. In order to solve the puzzle and find Thomas, Mie has to reconstruct her lost memories and find her way back through the dark labyrinth of her recent past.",2017,TV-MA,52,"['drama', 'horror', 'thriller', 'european']",['BE'],1.0,tt9389514,8.0,10233,7.903,7.8,n
ts57080,Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,"['action', 'animation', 'family', 'western', 'comedy', 'drama', 'documentation']",['US'],11.0,tt10687624,6.4,1012,15.689,8.3,n
ts53367,Little Witch Academia,SHOW,"When she was a little girl, Atsuko ""Akko"" Kagari saw a magic show performed by a witch named Shiny Chariot.  From that day on she wanted to be just like her.  Enrolling at Luna Nova Magical Academy and having no magical background, can she become a witch like her idol Shiny Chariot?",2017,TV-PG,25,"['scifi', 'animation', 'comedy', 'action', 'drama', 'family', 'fantasy']",['JP'],1.0,tt6352180,7.9,3147,13.06,8.3,n
tm312577,Fullmetal Alchemist,MOVIE,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,2017,PG-13,135,"['fantasy', 'scifi', 'action']",['JP'],,tt5607028,5.2,19493,15.705,5.3,n
tm413049,Animal World,MOVIE,"Drifting aimlessly through life, Kaisi has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson. All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin.",2018,R,125,"['thriller', 'fantasy', 'drama', 'action', 'scifi', 'comedy']",['CN'],,tt9257932,6.4,4447,24.922,7.2,n
ts81885,The Good Cop,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,TV-PG,46,"['drama', 'comedy', 'crime', 'documentation']",['US'],1.0,tt7183074,6.9,5732,8.714,6.4,n
ts80617,The Protector,SHOW,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he?�s connected to a secret, ancient order, tasked with protecting Istanbul.",2018,TV-MA,44,"['action', 'fantasy', 'scifi', 'drama']",['TR'],4.0,tt7668518,6.5,34629,24.058,7.3,n
tm346467,Wheelman,MOVIE,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,2017,R,82,"['action', 'crime', 'thriller']",['US'],,tt5723286,6.4,20351,15.282,6.1,n
ts77787,Pop Team Epic,SHOW,"Crude, rude, and a little?�cute? Get ready for the larger-than-life attitude of Popuko and Pipimi, the small and tall stars of Pop Team Epic! Based off the bizarre four-panel webcomic by Bukubu Okawa comes a comedy that?�ll throw you off with its out-there jokes and intense absurdity. You think you?�re ready for these girls? Think again, F#%**er!",2018,TV-MA,23,"['comedy', 'animation']",['JP'],2.0,tt7808370,6.9,844,7.074,7.3,n
ts53101,Voice,SHOW,"It's 3 minutes for hearers, but a life for the callers. A crime thriller chasing even the slightest sounds to rescue people's lives calling for urgent help.",2017,TV-14,63,"['crime', 'thriller', 'action']",['KR'],4.0,tt6212854,7.6,1994,17.025,6.9,n
tm299790,Cristela Alonzo: Lower Classy,MOVIE,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,,66,['comedy'],['US'],,tt6550456,6.4,845,3.336,6.2,n
tm219258,Brain on Fire,MOVIE,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",2017,PG-13,88,"['drama', 'european']","['CA', 'IE']",,tt3704700,6.6,21444,12.009,7.1,n
ts85034,Patriot Act with Hasan Minhaj,SHOW,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2018,TV-MA,25,['comedy'],['US'],6.0,tt8080054,8.2,7327,9.203,7.3,n
tm266652,Bleach,MOVIE,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",2018,PG-13,108,"['fantasy', 'action']",['JP'],,tt5979872,6.4,11406,25.802,6.6,n
ts82372,The Epic Tales of Captain Underpants,SHOW,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,2018,TV-Y7,24,"['animation', 'comedy', 'action', 'family']",['US'],4.0,tt7741830,6.6,931,11.851,8.5,n
