id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
ts226602,How to Fix a Drug Scandal,SHOW,"The four-part docuseries revolves around Amherst, Massachusetts, drug lab chemist Sonja Farak who became addicted to the narcotics she was supposed to be testing. In covering her tracks, Farak falsified thousands of results and opened the door to overturning hundreds of wrongful convictions.",2020,TV-MA,53,"['documentation', 'crime']",['US'],1.0,tt11958942,7.0,3298,4.32,7.4,n
ts255104,Deaf U,SHOW,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",2020,TV-MA,19,"['reality', 'documentation', 'drama']",['US'],1.0,tt13070478,6.4,466,7.534,5.8,n
ts101060,Merry Happy Whatever,SHOW,A strong-willed patriarch must balance the demands of his complicated family with the stress of the Christmas season when his youngest daughter comes home for the holidays with a new boyfriend.,2019,TV-PG,26,['comedy'],['US'],1.0,tt9770286,6.4,4542,4.855,6.6,n
ts222367,We Are the Wave,SHOW,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",2019,,49,['drama'],['DE'],1.0,tt11053220,6.2,2687,8.768,6.0,n
ts86365,Rilakkuma and Kaoru,SHOW,"Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",2019,TV-PG,12,"['animation', 'comedy', 'drama', 'family']",['JP'],1.0,tt9348716,8.2,1616,8.237,7.4,n
tm453850,Time to Hunt,MOVIE,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",2020,,135,"['thriller', 'drama', 'action', 'scifi', 'crime']",['KR'],,tt11777040,6.3,5621,14.681,7.2,n
ts91124,Love Alarm,SHOW,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",2019,TV-MA,52,"['scifi', 'drama', 'romance', 'comedy']",['KR'],2.0,tt9145880,6.8,5534,106.624,8.5,n
ts222634,Nobody's Looking,SHOW,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",2019,TV-MA,26,"['comedy', 'drama', 'fantasy']",['BR'],1.0,tt11131980,7.7,2024,3.534,7.6,n
ts223589,"Sex, Explained",SHOW,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2020,TV-MA,22,['documentation'],['US'],1.0,tt11390530,6.9,3215,63.817,6.6,n
tm472195,Almost Love,MOVIE,"Adam and Marklin?�s 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other?�s shortcomings while their friends endlessly search for love in New York City.",2019,,94,"['comedy', 'drama', 'romance']",['US'],,tt8739582,5.7,1133,4.298,6.4,n
ts317497,The Neighbor,SHOW,"Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",2019,TV-MA,29,"['comedy', 'action']",['ES'],2.0,tt9731222,6.5,2152,11.332,6.5,n
ts256783,We Are the Champions,SHOW,"Explore the quirkiest, most charming, and oddly inspirational competitions you never knew existed, and the determined, passionate, and incredibly skilled competitors who put it all on the line to become heroes in their own extraordinary worlds.",2020,TV-MA,32,['documentation'],['US'],1.0,tt12409154,7.1,1415,8.238,6.3,n
tm455059,We Die Young,MOVIE,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2019,R,93,"['thriller', 'drama', 'action', 'crime', 'european']","['BG', 'US']",,tt7903530,5.2,4181,17.605,6.9,n
tm893680,Jo Koy: In His Elements,MOVIE,"Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.",2020,,55,['comedy'],['US'],,tt12357266,5.4,469,3.871,5.6,n
tm888080,The Last Days of American Crime,MOVIE,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",2020,,149,"['action', 'crime', 'thriller', 'scifi', 'drama']",['US'],,tt1552211,3.7,11465,9.916,6.7,n
tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,"Comedian Taylor Tomlinson is halfway through her 20s ??and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",2020,,61,['comedy'],['US'],,tt11738792,7.4,3791,4.627,7.266,n
ts222933,Who Killed Little Gregory?,SHOW,"When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.",2019,,60,"['documentation', 'crime', 'thriller', 'drama']",['FR'],1.0,tt11269714,7.4,2952,3.312,7.6,n
ts223982,Until Dawn,SHOW,Three comedians are sent to a haunted location and asked to investigate. The one who is deemed the biggest 'chicken' gets a punishment. Subtitled.,2020,,21,"['reality', 'comedy']",['FR'],1.0,tt11434862,2.4,149,1.727,2.8,n
ts89876,Lunatics,SHOW,This mockumentary series follows the peculiar lives of six eccentric -- and sometimes obscene -- misfits who march to their own beat.,2019,TV-MA,36,['comedy'],['US'],1.0,tt8164794,6.5,3179,3.871,6.2,n
ts218277,Apache: The Life of Carlos Tevez,SHOW,This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.,2019,TV-MA,47,"['crime', 'drama', 'sport', 'thriller']",['AR'],1.0,tt10715172,7.2,1616,15.604,7.6,n
ts315066,Vampires,SHOW,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",2020,TV-MA,40,"['scifi', 'fantasy', 'horror', 'drama']",['FR'],1.0,tt11829316,5.7,1289,14.702,7.5,n
ts223659,Jamtara ??Sabka Number Ayega,SHOW,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",2020,,27,"['drama', 'crime']",['IN'],1.0,tt11150912,7.2,6319,4.971,7.6,n
ts219422,When the Camellia Blooms,SHOW,"A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case.",2019,,55,"['drama', 'romance', 'thriller', 'comedy']",['KR'],1.0,tt10826064,7.9,2459,9.96,8.4,n
tm458127,Human Nature,MOVIE,"The biggest tech revolution of the 21st century isn?�t digital, it?�s biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR?�s far-reaching implications, through the eyes of the scientists who discovered it, the families it?�s affecting, and the genetic engineers who are testing its limits.",2019,,107,"['documentation', 'thriller']",['US'],,tt9612680,7.7,1608,3.416,7.2,n
ts225102,Record of Youth,SHOW,"In a cutthroat world where the life you?�re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",2020,TV-14,73,"['drama', 'romance']",['KR'],1.0,tt12850322,7.2,2381,16.785,8.3,n
ts88336,Dating Around,SHOW,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",2019,,27,"['reality', 'romance']",['US'],2.0,tt9654080,6.3,1208,5.019,5.5,n
ts102933,Les de l'hoquei,SHOW,"Seven young roller hockey players and their new coach will fight to save the female section of Club Pati Minerva, while trying to find their place, both inside and outside the team.",2019,TV-MA,51,"['drama', 'sport']",['ES'],2.0,tt9486226,6.8,437,7.492,7.7,n
tm454375,Benchwarmers 2: Breaking Balls,MOVIE,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,2019,PG-13,90,"['comedy', 'sport']",['US'],,tt8750122,4.1,967,6.37,4.5,n
tm838687,Holiday in the Wild,MOVIE,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",2019,,85,"['romance', 'comedy', 'drama']",['US'],,tt8510488,6.1,15216,12.279,6.5,n
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020,TV-MA,47,"['drama', 'history']",['US'],1.0,tt8771910,7.3,11711,10.598,7.5,n
ts254568,The Last Word,SHOW,A story about a funeral eulogy speaker who loses faith in her work and tries to sabotage her husband's funeral.,2020,TV-MA,41,"['drama', 'comedy']",['DE'],1.0,tt10506510,7.0,961,4.113,6.7,n
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",2020,PG,122,"['fantasy', 'music', 'family']",['US'],,tt7736496,6.4,18374,28.329,6.65,n
ts105192,The Unlisted,SHOW,Twelve-year-old identical twins Dru and Kal discover that the government is secretly tracking and manipulating Australia's youth via electronic tracking devices.,2019,,24,"['scifi', 'thriller', 'family']",['AU'],1.0,tt9184592,6.5,968,8.926,7.6,n
tm470560,Circus of Books,MOVIE,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",2019,,92,"['documentation', 'history']",['US'],,tt8727582,7.1,4624,7.515,6.9,n
ts219895,Tiny Pretty Things,SHOW,"Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.",2020,TV-MA,56,"['thriller', 'drama']",['US'],1.0,tt10767748,5.9,9252,23.608,7.692,n
tm883189,Dangerous Lies,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives ??even the people she loves.",2020,,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",['US'],,tt10061766,5.3,16943,11.808,6.4,n
tm1127695,The Endless Trench,MOVIE,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",2019,,148,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['ES', 'FR']",,tt7937168,7.2,6400,10.223,7.0,n
tm469400,Brené Brown: The Call to Courage,MOVIE,"Brené Brown is a research professor at the University of Houston Graduate College of Social Work. She has spent more than a decade studying vulnerability, courage, authenticity and shame. With two TED talks under her belt, Brené Brown brings her humor and empathy to Netflix to discuss what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",2019,,76,"['documentation', 'drama']",['US'],,tt10050766,7.7,1552,4.84,7.1,n
tm670553,Your Name Engraved Herein,MOVIE,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",2020,,118,"['drama', 'romance']",['TW'],,tt10329134,7.2,5938,9.885,8.2,n
tm942240,Dance of the Forty One,MOVIE,"Mexico City, November 1901. The police raid a private home where a secret party is being held. Among those attending is the son-in-law of President Porfirio Díaz.",2020,,99,"['drama', 'history']","['BR', 'MX']",,tt11525022,6.8,4386,10.872,7.9,n
tm839411,Me Against You: Mr. S's Vendetta,MOVIE,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",2020,,64,"['comedy', 'family', 'european']",['IT'],,tt11559652,1.6,370,8.374,8.2,n
ts226468,Summertime,SHOW,"A modern love story set during the summer on Italy?�s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",2020,TV-MA,43,"['drama', 'comedy', 'romance']",['IT'],3.0,tt11269886,6.0,2732,54.788,6.9,n
tm823355,Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,"['action', 'thriller', 'crime']",['US'],,tt7832848,5.6,3967,19.139,6.6,n
ts110635,Luna Nera,SHOW,A group of women are suspected of witchcraft in 17th century Italy.,2020,TV-MA,45,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],1.0,tt8403622,5.9,2996,17.252,7.7,n
ts87224,Always a Witch,SHOW,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.",2019,TV-14,38,"['scifi', 'drama', 'fantasy']",['CO'],2.0,tt8001250,6.2,2474,18.361,7.1,n
ts192297,Morphle,SHOW,"Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.",2019,TV-Y,10,"['animation', 'family']","['NL', 'GB']",5.0,tt10087694,5.2,83,0.832,10.0,n
tm857187,Tom Segura: Ball Hog,MOVIE,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams ??and other things you'd rather not think about.",2020,,70,['comedy'],['US'],,tt11861072,7.3,2967,4.265,6.8,n
tm814671,Secret Obsession,MOVIE,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",2019,,97,"['drama', 'thriller']",['US'],,tt9419834,4.4,21578,18.658,5.5,n
ts87372,Ultramarine Magmell,SHOW,"One day in the middle of the pacific ocean a miracle occurred, a new continent appeared out of nowhere! The new continent was the home for new and mysterious plants, creatures and minerals!

Humanity is excited as the age of exploration has returned.",2019,TV-14,24,"['animation', 'action', 'fantasy']",['JP'],1.0,tt9826314,6.0,627,10.92,7.0,n
ts93981,Monarca,SHOW,"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",2019,TV-MA,44,['drama'],['MX'],2.0,tt8655736,7.8,3264,31.761,7.6,n
ts103209,Exhibit A,SHOW,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",2019,TV-14,36,"['documentation', 'thriller', 'crime', 'family']",['US'],1.0,tt10376904,6.3,1055,7.419,7.4,n
ts218564,"Breakfast, Lunch & Dinner",SHOW,"Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",2019,TV-MA,44,['documentation'],['US'],1.0,tt10681670,6.7,1066,1.067,8.0,n
tm472411,Iron Fists and Kung Fu Kicks,MOVIE,"The wild untold story of the iconic Shaw Brothers who paved the way for the boom of the Kung fu film movement, which had a huge influence on the West that still continues today.",2019,,108,"['documentation', 'history']",['AU'],,tt9169764,6.6,1146,6.234,7.0,n
tm826368,American Son,MOVIE,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,2019,,90,['drama'],['US'],,tt9664078,5.8,7004,7.334,6.1,n
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,The spectacular rise and scandalous fall of hot-yoga evangelist Bikram Choudhury is chronicled through archival footage and extensive insider interviews.,2019,,86,"['crime', 'documentation']",['US'],,tt10883004,6.7,7525,8.238,6.4,n
tm376739,Bethany Hamilton: Unstoppable,MOVIE,"One of the most fearless and accomplished athletes of her generation, Bethany Hamilton became a surfing wunderkind when she returned to the sport following a devastating shark attack at age 13. As she continues to chase waves she also now tackles motherhood.",2019,PG,99,"['documentation', 'sport']",['US'],,tt6435258,7.4,736,2.099,7.9,n
ts108593,The Unsettling,SHOW,"Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,TV-14,23,"['crime', 'fantasy', 'horror', 'scifi', 'thriller']",['US'],1.0,tt8680902,5.2,717,7.614,6.7,n
ts223948,The Goop Lab,SHOW,"Leading with curiosity and keeping it real, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",2020,TV-MA,33,"['documentation', 'reality']",[],1.0,tt11561206,2.5,3333,2.106,3.2,n
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",2020,TV-14,48,['documentation'],['US'],1.0,tt11497904,6.3,2762,6.633,6.9,n
tm814644,Coffee & Kareem,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",2020,,88,"['crime', 'action', 'comedy']",['US'],,tt9898858,5.1,13535,11.17,5.5,n
tm458326,Walk. Ride. Rodeo.,MOVIE,"Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",2019,,100,['drama'],['US'],,tt5848416,6.4,2407,14.069,7.071,n
tm449594,Brother,MOVIE,"Because he wanted to protect his little brother, Teddy, a young man without a history, is accused of the murder of his father and sent to a closed educational center, waiting for his trial for parricide. He then plunges into a brutal universe of which he does not know the rules.",2019,,96,"['drama', 'european']",['FR'],,tt9095526,6.7,1066,7.102,6.6,n
ts226617,The Innocence Files,SHOW,The personal stories behind eight cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.,2020,TV-MA,64,"['documentation', 'crime', 'drama']",['US'],1.0,tt11958922,8.0,2622,3.368,7.4,n
tm454824,Silver Skates,MOVIE,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",2020,,136,"['history', 'romance', 'action', 'drama', 'family']",['RU'],,tt10525672,7.1,5946,13.837,7.9,n
ts270439,Best Leftovers Ever!,SHOW,"Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.",2020,TV-G,36,['reality'],['US'],1.0,tt13563634,5.6,526,1.467,6.8,n
tm853113,Thomas & Friends: Marvelous Machinery,MOVIE,"Ruth, Thomas's new friend will bring great exciting adventures and technology.",2020,,59,"['fantasy', 'animation', 'action', 'family']",[],,tt12692980,6.1,16,1.21,2.0,n
tm885805,Debt Collectors,MOVIE,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",2020,R,97,"['action', 'comedy', 'crime']",['US'],,tt10933680,5.8,4347,15.007,6.1,n
ts91087,One Spring Night,SHOW,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",2019,,47,"['drama', 'romance']",['KR'],1.0,tt10192576,7.9,2601,14.852,8.4,n
ts90645,Drug Squad: Costa del Sol,SHOW,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,2019,TV-MA,64,"['drama', 'crime', 'action', 'thriller', 'romance']",['ES'],1.0,tt8478108,6.7,571,5.835,7.0,n
tm453994,The Body Remembers When the World Broke Open,MOVIE,"When ?ila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. ?ila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",2019,,105,"['drama', 'european']","['NO', 'CA']",,tt8230872,6.9,757,3.842,7.3,n
ts220552,Power Players,SHOW,"A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",2019,,11,"['comedy', 'fantasy', 'scifi', 'animation', 'action']","['FR', 'US']",1.0,tt10895604,6.0,90,1.781,,n
ts104483,Typewriter,SHOW,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home's buried past resurfaces in chilling ways.",2019,TV-MA,50,"['thriller', 'horror', 'drama']",['IN'],1.0,tt9310372,6.5,3887,7.08,6.6,n
ts106015,Kengan Ashura,SHOW,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",2019,TV-MA,25,"['animation', 'action', 'sport']",['JP'],2.0,tt9058134,8.0,4869,85.14,8.3,n
ts107963,Restaurants on the Edge,SHOW,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2019,TV-14,47,['reality'],[],2.0,tt8784324,6.8,978,,,n
tm458328,Badla,MOVIE,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2019,PG-13,120,"['thriller', 'crime', 'drama']",['IN'],,tt8130968,7.8,27539,10.588,7.4,n
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",2019,,81,"['music', 'documentation']",['US'],,tt9856280,7.8,1979,5.053,7.5,n
tm840438,Mike Birbiglia: The New One,MOVIE,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,2019,,85,['comedy'],[],,tt11163014,7.7,1845,1.696,7.4,n
ts89231,You vs. Wild,SHOW,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",2019,TV-PG,19,"['reality', 'action']",['US'],2.0,tt10044952,6.6,2606,3.864,6.7,n
tm495609,Game Over,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,,102,"['drama', 'thriller', 'horror', 'scifi']",['IN'],,tt7360648,7.0,7402,3.286,6.3,n
ts105645,Historical Roasts,SHOW,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019,TV-MA,29,['comedy'],['US'],1.0,tt9169602,5.3,1716,1.408,5.6,n
tm833638,The Forest of Love,MOVIE,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,2019,,151,"['drama', 'crime', 'horror', 'thriller']",['JP'],,tt10589914,6.3,2522,13.715,6.5,n
ts288353,Omniscient,SHOW,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020,,46,"['scifi', 'drama', 'thriller']",['BR'],1.0,tt11542920,6.5,2128,7.159,6.7,n
ts110637,Mortel,SHOW,A group of French teenagers are bound together by a supernatural force.,2019,TV-MA,52,"['horror', 'scifi', 'crime', 'drama', 'fantasy']",['FR'],2.0,tt8403570,6.4,1452,8.205,7.5,n
tm453903,Elisa & Marcela,MOVIE,"In 1901, Marcela Gracia Ibeas took on the identity of Mario Sánchez to marry her lover of fifteen years, Elisa Sanchez Loriga.",2019,,118,"['drama', 'romance', 'european']",['ES'],,tt6704898,6.6,4780,10.823,7.4,n
tm461829,The Hard Way,MOVIE,"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",2019,,94,['action'],['US'],,tt9815714,4.8,3250,16.86,5.4,n
tm446581,The Edge of Democracy,MOVIE,"A cautionary tale for these times of democracy in crisis?�the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",2019,,121,"['documentation', 'history']",['BR'],,tt6016744,7.3,14758,6.333,7.8,n
tm831873,The Crimes That Bind,MOVIE,"Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.",2020,,99,"['crime', 'drama', 'thriller']",['AR'],,tt10915060,6.7,3973,10.408,6.4,n
ts90063,Put Your Head on My Shoulder,SHOW,"As Si Tu Mo's graduation is nearing, she is confused about her future plans. Her ordinary days are suddenly shaken up when the genius Physics student Gu Wei Yi appears in her life. The two accidentally end up living together and chaos begins.",2019,TV-Y7,41,"['drama', 'comedy', 'romance']",['CN'],1.0,tt10265158,8.0,2191,29.769,8.4,n
tm868777,"Love, Guaranteed",MOVIE,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.",2020,,90,"['comedy', 'romance']",['US'],,tt11100856,5.6,17352,12.174,6.5,n
tm483997,The Kissing Booth 2,MOVIE,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",2020,,134,"['comedy', 'romance']",['GB'],,tt9784456,5.7,31123,57.949,7.793,n
tm838876,Undercover Brother 2,MOVIE,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",2019,R,85,"['comedy', 'action']",['US'],,tt6843446,3.4,690,4.658,3.9,n
ts225718,La Révolution,SHOW,"1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous ?�Guillotine??- uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",2020,TV-MA,46,"['drama', 'thriller', 'action', 'fantasy']",['FR'],1.0,tt13044528,6.6,5598,8.472,6.9,n
tm819054,Dear Mother,MOVIE,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery.",2020,,98,"['comedy', 'drama']","['BE', 'FR']",,tt10551904,5.8,1425,7.182,5.9,n
ts236388,The Circle France,SHOW,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",2020,,47,['reality'],['FR'],1.0,tt9581778,7.4,719,1.33,8.7,n
ts216474,The Trial,SHOW,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",2019,TV-MA,50,"['crime', 'thriller', 'drama']",['IT'],1.0,tt10549212,7.2,3151,7.175,7.5,n
ts86927,Touch Your Heart,SHOW,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",2019,TV-MA,63,"['drama', 'comedy', 'romance']",['KR'],1.0,tt9466990,7.6,3252,22.161,8.419,n
tm915043,The F**k-It List,MOVIE,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently ??and maybe still can.",2020,R,103,['comedy'],['US'],,tt8145202,5.1,5866,12.194,6.2,n
ts187443,The Minions of Midas,SHOW,"Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.",2020,TV-MA,53,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147520,6.6,4134,17.311,7.0,n
tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,"Thanks to Green Goblin and Venom, tech theft is now at an all-time high. Can our Friendly Neighborhood Spider-Man put an end to their mysterious villainous scheme before all of New York City is destroyed?",2019,,21,"['animation', 'action', 'comedy', 'family']",['US'],,tt10755644,5.6,311,9.62,7.2,n
tm954303,Ni de coña,MOVIE,"Four couples attend a spiritual retreat in the Caribbean to safe their relationships. They have to overcome the tests set by 2 unusual love gurus, and fight for their own lives, which wasn't part of the plan.",2020,,90,"['comedy', 'european']","['CO', 'ES']",,tt13167556,2.8,387,4.509,4.8,n
